id,generation_source,title,content,datetime,source,generation_source_continue
Push-691,122-3-2,小红书：温泉拍照技巧与放松指南,【小红书】温泉季必看！如何在温泉池拍出氛围感大片？灵芝池、茶汤池的放松功效与拍照点位全攻略。,2025-03-23 13:00:00,小红书,122-c
Push-692,,Snapseed：新滤镜上线，优化您的园林摄影,【Snapseed】新上架【古典园林】系列滤镜，专为优化建筑与植物细节设计，助您拍出更具质感的静物作品。,2025-03-23 16:10:00,Snapseed,
Push-693,122-3-3,印象笔记：灵感速记,【印象笔记】灵感稍纵即逝！您在返程大巴上的团建感悟，现在记录最清晰。点击快速创建笔记。,2025-03-23 17:30:00,印象笔记,122-c
Push-694,,高德地图：回家路况提醒,【高德地图】为您规划从骏豪花园至金星住宅小区的路线，当前路况畅通，预计行驶时间40分钟。,2025-03-23 18:35:00,高德地图,
Push-695,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分功能可能受限。建议及时清理照片、视频或卸载不常用应用。,2025-03-23 20:05:00,系统存储管理,
Push-696,,微信：母亲发来视频通话邀请,【微信】“妈妈”邀请您进行视频通话，点击接听。,2025-03-23 21:15:00,微信,
Push-697,,小睡眠：助眠白噪音与睡前故事,【小睡眠】疲惫一天后，让【溪流细雨】白噪音伴您入眠。今日推荐睡前读物《高效能人士的七个习惯》音频版。,2025-03-23 21:50:00,小睡眠,
Push-698,205-4-1,雪球：今日市场早报,【雪球】早盘前瞻：隔夜美股科技股震荡，A股AI应用端或迎结构性机会。您关注的半导体ETF（512480）昨日净流入1.2亿。点击查看详情>>,2025-03-24 07:50:00,雪球,205-d
Push-699,208-10,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付圣爵菲斯咖啡订单#CS202503241030，金额28元，账单已同步至我的账单,2025-03-24 10:32:00,支付宝,208-j
Push-700,205-4-2,武汉协和医院：体检预约成功通知,【武汉协和医院】您已成功预约4月12日08:30-10:30的全面体检套餐（2人），预约码WHXH202503241047，请携带身份证准时到体检中心前台报到。,2025-03-24 10:48:00,武汉协和医院,205-d
Push-701,,微信读书：您关注的《原则》更新了笔记,【微信读书】您正在阅读的《原则》有3条热门笔记更新，点击查看其他读者的深度解读。,2025-03-24 11:30:00,微信读书,
Push-702,7-3,企业微信：团队会议即将开始,【企业微信】提醒：您参与的“科技数据收集项目讨论会”将于15:00开始，会议链接已就绪，请准时参加。,2025-03-24 14:30:00,企业微信,7-f
Push-703,,Keep：您的肩颈放松课程已准备好,【Keep】检测到您久坐时长超标，为您推荐10分钟办公室肩颈放松课程，即刻起身活动一下吧！,2025-03-24 16:15:00,Keep,
Push-704,,微信支付：晚餐支付成功提醒,【微信支付】支付成功。您向你好适绿轻食店支付85元。订单号：100202503241726。,2025-03-24 17:27:00,微信,
Push-705,,系统：存储空间不足提醒,【系统通知】手机存储空间已不足10%，建议清理照片、视频或卸载不常用应用以释放空间。,2025-03-24 18:40:00,系统存储管理,
Push-706,219-1,雪球：隔夜美股及亚太市场早盘动态,【雪球】隔夜美股三大指数涨跌不一，科技股财报受关注。亚太市场早盘普遍高开，日经225指数上涨0.8%。点击查看详细解读及对A股影响分析。,2025-03-25 08:05:00,雪球,219-a
Push-707,212-1,得到：投资总监晋升述职报告撰写技巧,【得到】如何撰写一份让管理层眼前一亮的述职报告？资深HR分享结构化表达、关键业绩量化、未来规划三大核心模块的撰写技巧，助你顺利晋升。,2025-03-25 10:30:00,得到,212-a
Push-708,,美团：订单确认提醒,【美团】您预订的金鹰路兰州拉面馆招牌牛肉拉面已确认，订单号#20250325120001，请于12:00后到店取餐。,2025-03-25 11:55:00,美团,
Push-709,,支付宝：咖啡豆支付成功提醒,【支付宝】您已成功支付一丹咖啡厅订单#CD202503251300，金额128元，购买哥伦比亚蕙兰咖啡豆250g。账单已同步至我的账单。,2025-03-25 13:02:00,支付宝,
Push-710,,Keep：下班后高效健身计划推荐,【Keep】检测到您近期有规律运动记录。为您推荐一套20分钟办公室肩颈放松+核心激活训练，利用碎片时间缓解久坐疲劳。,2025-03-25 17:30:00,Keep,
Push-711,,麦当劳：轻食沙拉预定成功通知,【麦当劳】您的轻食沙拉（凯撒鸡肉沙拉）预定成功！预定码#MCD123456，请于18:10后至长沙银双路餐厅取餐。,2025-03-25 17:55:00,麦当劳,
Push-712,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过90%，部分应用运行可能变慢。建议及时清理照片、视频或卸载不常用应用。,2025-03-25 21:15:00,系统存储管理,
Push-713,,支付宝：午餐支付成功提醒,【支付宝】您已成功向沙拉拉轻食(长沙开福寺店)支付 68.50 元，账单已同步至我的账单,2025-03-26 12:05:00,支付宝,
Push-714,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过 90%，建议及时清理，释放更多空间,2025-03-26 13:15:00,系统存储管理,
Push-715,,雪球：市场异动提醒,【雪球】您关注的沪深300指数出现快速拉升，涨幅1.2%，建议关注金融板块相关个股,2025-03-26 14:30:00,雪球,
Push-716,,支付宝：咖啡支付成功提醒,【支付宝】您已成功向圣爵菲斯咖啡厅支付 32.00 元，账单已同步至我的账单,2025-03-26 15:53:00,支付宝,
Push-717,,华泰证券涨乐财富通：投资组合建议,【华泰证券涨乐财富通】根据当前市场波动，为您生成一份稳健型投资组合优化建议，请及时查看,2025-03-26 15:55:00,华泰证券涨乐财富通,
Push-718,,支付宝：晚餐支付成功提醒,【支付宝】您已成功向麦当劳(长沙银双路餐厅)支付 45.80 元，账单已同步至我的账单,2025-03-26 19:35:00,支付宝,
Push-719,,Keep：晨跑运动记录,【Keep】恭喜你完成今日晨跑！本次跑步距离4.0公里，平均配速6分30秒，消耗热量约320大卡。坚持运动，遇见更好的自己！,2025-03-27 07:05:00,Keep,
Push-720,,系统：存储空间提醒,【系统通知】您的手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-03-27 07:50:00,系统存储管理,
Push-721,,雪球：自动驾驶板块早盘观察,【雪球】早盘观察：自动驾驶产业链受政策利好提振，激光雷达、高精地图相关个股活跃。您关注的【德赛西威】、【中科创达】开盘涨幅超3%。,2025-03-27 08:45:00,雪球,
Push-722,203-1,大众点评：普拉提工作室上新,【大众点评】您关注的【核心律动普拉提工作室】新上肩颈康复小班课，体验价仅需99元。已有23人预约，点击查看课程详情与评价。,2025-03-27 12:45:00,大众点评,203-a
Push-723,,系统：应用更新提醒,【系统通知】检测到【Wind金融终端】、【企业微信】等5个应用有可用更新，建议在Wi-Fi环境下更新以获得更好体验。,2025-03-27 13:15:00,系统应用商店,
Push-724,,支付宝：晚餐支付成功,【支付宝】您已成功支付老味湘餐馆订单#202503271915，金额286元。账单已同步至我的账单。,2025-03-27 20:05:00,支付宝,
Push-725,,滴滴出行：代驾服务推荐,【滴滴出行】检测到您当前位于餐饮区，如需代驾服务，可领取15元夜间代驾券，有效期至今晚24点。安全出行，平安回家。,2025-03-27 20:25:00,滴滴出行,
Push-726,,Keep：晨跑数据同步提醒,【Keep】您于06:30-07:40在岳麓山环桃子湖步道的5公里晨跑数据已同步，配速6‘30”，消耗约420卡路里。查看详细报告，为健康加油！,2025-03-28 07:42:00,Keep,
Push-727,,雪球：早盘行情速递,【雪球】早盘观察：A股三大指数小幅高开，光伏、半导体板块领涨。您关注的【隆基绿能】涨2.3%，【中芯国际】涨1.8%。点击查看最新研报解读。,2025-03-28 08:05:00,雪球,
Push-728,102-8,悦跑圈：挑战赛完成通知,【悦跑圈】恭喜您！您已成功完成【春日焕新100公里挑战赛】，获得电子证书及限量版虚拟奖章。点击领取荣誉，分享给跑友吧！,2025-03-28 10:32:00,悦跑圈,102-h
Push-729,212-2,脉脉：职场晋升经验分享,【脉脉】恭喜您完成晋升述职！投资总监晋升之路有哪些关键点？查看10位资深总监的独家经验分享，助您规划下一步职业发展。,2025-03-28 10:35:00,脉脉,212-b
Push-730,200-1,支付宝：午餐支付成功,【支付宝】您已成功支付沙拉拉轻食订单#SL202503281201，金额68元。支付方式：花呗。账单已同步至我的账单。,2025-03-28 12:02:00,支付宝,200-a
Push-731,203-2,铁路12306：车票预订成功,【铁路12306】您已成功预订4月4日 G1002次 长沙南-武汉 08:30开，二等座，座位号08车12F号。订单号E2025032813154567，票价164.5元。,2025-03-28 13:16:00,铁路12306,203-b
Push-732,203-2,ClassPass：课程预约提醒,【ClassPass】您的普拉提体验课预约成功！时间：3月29日（周六）14:00，地点：长沙核心普拉提工作室（开福区）。请提前10分钟到场。预约码：CP20250328。,2025-03-28 13:18:00,ClassPass,203-b
Push-733,,大众点评：咖啡新品推荐,【大众点评】您常去的圣爵菲斯咖啡厅上新【云南普洱手冲】和【桂花拿铁】。多位咖啡达人已打卡，评分4.8。查看详情并领取5元优惠券。,2025-03-28 15:25:00,大众点评,
Push-734,,微信读书：达芬奇传阅读提醒,【微信读书】您在读的《列奥纳多达芬奇传》已更新批注和思维导图。今日推荐阅读章节：第七章【最后的晚餐】。坚持阅读，本周已累计阅读2小时。,2025-03-28 20:15:00,微信读书,
Push-735,100-9-1,Keep：晨跑计划提醒,【Keep】您与跑友高云飞约定的晨跑计划即将开始，今日目标5公里，记得做好热身哦！,2025-03-29 08:55:00,Keep,100-i
Push-736,100-9-1,悦跑圈：跑步记录已生成,【悦跑圈】您于09:30在湘江风光带完成的5.2公里恢复跑已记录，配速6‘30“，消耗约420大卡。,2025-03-29 11:05:00,悦跑圈,100-i
Push-737,203-3-1,大众点评：普拉提课程预约成功,【大众点评】您已成功预约Core Flow普拉提工作室今日13:30的体验课，预约码CF2025032901，请提前10分钟到店。,2025-03-29 12:05:00,大众点评,203-c
Push-738,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-03-29 13:15:00,系统存储管理,
Push-739,8-1-1,大众点评：咖啡馆预定成功,【大众点评】您已成功预定一丹咖啡厅今日18:00的4人位，预定码YD2025032901，保留15分钟。,2025-03-29 15:30:00,大众点评,8-a
Push-740,8-1-1,小红书：春日街拍灵感推荐,【小红书】潮宗街春日光影正当时！为你推荐#老街新拍#话题下的热门机位和调色教程，快去捕捉属于你的春日大片吧。,2025-03-29 15:50:00,小红书,8-a
Push-741,8-1-4,微信：视频通话提醒,【微信】您与罗振宇的视频通话预约（21:50）即将开始，点击即可快速发起通话。,2025-03-29 21:45:00,微信,8-a
Push-742,200-2,雪球：三月市场月报已生成,【雪球】您关注的A股三月月报已出炉，沪深300指数月度回顾及机构观点速览，点击查看详情。,2025-03-29 22:55:00,雪球,200-b
Push-743,,微信读书：个性化推荐,【微信读书】根据您的阅读偏好，为您推荐《周期、价值与人性》的关联读物《投资最重要的事》，点击查看详情。,2025-03-30 09:35:00,微信读书,
Push-744,102-10,支付宝：支付成功提醒,【支付宝】您已成功支付银双路湘菜馆订单#20250330001，金额 128 元，账单已同步至我的账单。,2025-03-30 12:58:00,支付宝,102-j
Push-745,200-3-1,华泰证券涨乐财富通：交易成功通知,【华泰证券涨乐财富通】您的委托已成交，卖出科技股（代码：300XXX）500股，成交金额 12500 元，资金已划入账户。,2025-03-30 16:05:00,华泰证券涨乐财富通,200-c
Push-746,200-3-1,支付宝：定投设置成功提醒,【支付宝】您已成功设置沪深300指数基金（代码：510300）的下一期定投，定投金额 3000 元，扣款日期为 2025-04-05。,2025-03-30 16:12:00,支付宝,200-c
Push-747,,Adobe Lightroom：照片导入完成,【Adobe Lightroom】已成功导入 45 张照片至“20250329-潮宗街春日”文件夹，其中 20 张已标记，开始您的编辑之旅吧。,2025-03-30 18:35:00,Adobe Lightroom,
Push-748,,系统：存储空间不足提醒,【系统通知】当前手机存储空间已使用超过 90%，建议清理照片、视频或应用缓存以释放空间。,2025-03-30 19:05:00,系统存储管理,
Push-749,,Keep：瑜伽课程推荐,【Keep】检测到您近期关注肩颈放松，为您推荐“15分钟办公室肩颈瑜伽”课程，现在开始放松一下吧。,2025-03-30 20:05:00,Keep,
Push-750,,微信读书：阅读进度同步,【微信读书】您正在阅读的《周期、价值与人性》已为您同步至第8章，上次阅读至 21:15，点击继续阅读。,2025-03-30 20:50:00,微信读书,
Push-751,,Keep：三月跑步数据简报,【Keep】三月收官晨跑完成！本月累计跑步100.2公里，总时长12小时15分，成功完成春日焕新挑战。查看详细数据报告，回顾你的汗水与坚持。,2025-03-31 07:42:00,Keep,
Push-752,,雪球：隔夜美股及亚太早盘速览,【雪球】隔夜美股三大指数涨跌不一，纳指微涨0.3%。亚太市场早盘，日经225指数高开。关注今日中国3月官方制造业PMI数据发布。,2025-03-31 07:55:00,雪球,
Push-753,,小宇宙：财经播客更新提醒,【小宇宙】你关注的播客《宏观三人行》已更新：三月全球金融市场大事深度复盘，涵盖美联储政策转向、日本央行动向及地缘政治对资产价格的影响。,2025-03-31 08:25:00,小宇宙,
Push-754,,企业微信：晨会日程提醒,【企业微信】今日部门晨会将于09:15开始，地点：华泰证券3号会议室。请提前准备市场关注点与客户动态同步材料。,2025-03-31 08:55:00,企业微信,
Push-755,8-2,Keep：挑战完成成就通知,【Keep】恭喜你！春日焕新100公里跑步挑战已成功完成！电子证书与限定虚拟勋章已发放至你的账户，快去查看并分享给好友吧！,2025-03-31 09:35:00,Keep,8-b
Push-756,,系统：存储空间不足提醒,【系统通知】当前设备存储空间已使用超过90%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-03-31 11:30:00,系统存储管理,
Push-757,199-3,大众点评：湘菜馆优惠推荐,【大众点评】老长沙湘菜馆（金鹰路店）午市套餐上新！双人经典湘菜组合仅需128元，包含小炒黄牛肉、剁椒鱼头等招牌菜。点击领取优惠。,2025-03-31 11:45:00,大众点评,199-c
Push-758,,滴答清单：明日待办事项提醒,【滴答清单】你设置的明日待办事项已生成：1. 内部研讨会演示（10:00）；2. 与客户黄思琪视频会议（14:30）；3. 提交月度工作报告。,2025-03-31 17:20:00,滴答清单,
Push-759,,下厨房：健康晚餐灵感,【下厨房】低卡高蛋白晚餐灵感：香煎鸡胸肉配烤蔬菜沙拉，15分钟搞定！附详细食谱和营养分析，助力你的健康饮食计划。,2025-03-31 18:05:00,下厨房,
Push-760,,支付宝：生鲜超市支付成功,【支付宝】支付成功！你在顺君生鲜超市（教师村店）消费38.6元。付款方式：花呗。订单号：202503311938450123。,2025-03-31 19:39:00,支付宝,
Push-761,,美团买菜：食材推荐,【美团买菜】你常买的蓝莓、圣女果正在特价！智利蓝莓125g装仅售9.9元，千禧圣女果500g装售价6.8元，明日送达。点击立即选购。,2025-03-31 19:50:00,美团买菜,
Push-762,58-1,坐标咖啡：周末品鉴会提醒,【坐标咖啡】尊敬的熟客，您已成功预约本周六（4月5日）下午14:30在一丹咖啡厅举办的精品豆品鉴会。届时将分享三款稀有瑰夏，期待您的光临。,2025-04-01 12:45:00,坐标咖啡,58-a
Push-763,,网易云音乐：午休音乐推荐,【网易云音乐】根据您的收听习惯，为您推荐这张适合午休小憩的【午后纯音乐】歌单，助您快速恢复精力。,2025-04-01 13:15:00,网易云音乐,
Push-764,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，部分功能可能受限。建议及时清理照片、视频或卸载不常用应用。,2025-04-01 15:20:00,系统存储管理,
Push-765,,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付圣爵菲斯咖啡厅订单#CF202504011650，金额28元，账单已同步至我的账单。,2025-04-01 16:53:00,支付宝,
Push-766,,大众点评：普拉提课程预定成功,【大众点评】您已成功预定Core Flow普拉提工作室今晚18:15的课程，预定码PLT042，请提前10分钟到场准备。,2025-04-01 17:32:00,大众点评,
Push-767,,QQ音乐：驾车音乐推荐,【QQ音乐】为您推荐【通勤财经播客精选】，包含一季度科技股估值复盘等热门内容，伴您轻松返程。,2025-04-01 19:20:00,QQ音乐,
Push-768,,下厨房：健身餐食谱推荐,【下厨房】正在准备晚餐？为您推荐高蛋白健身餐【香煎鸡胸肉配西兰花糙米饭】，简单快手，营养均衡。,2025-04-01 19:55:00,下厨房,
Push-769,16-6,得到：睡前知识推荐,【得到】睡前充电时间到！为您推荐专栏《CFA冲刺核心考点精讲》，利用碎片时间巩固金融知识，助力职业晋升。,2025-04-01 22:35:00,得到,16-f
Push-770,,美团外卖：预定成功通知,【美团外卖】您已成功预定日式定食外卖，订单号#202504021234，预计送达时间18:45-19:00，请留意骑手电话。,2025-04-02 07:53:00,美团外卖,
Push-771,219-5-2,雪球：二季度科技板块投资策略,【雪球】二季度科技自主可控主线投资机会深度解析已发布，涵盖半导体、AI算力等细分领域，点击查看机构最新观点。,2025-04-02 13:05:00,雪球,219-e
Push-772,,美团外卖：订单送达提醒,【美团外卖】您的外卖订单#202504021234已送达，日式定食套餐已放在门口，请及时取餐。祝您用餐愉快！,2025-04-02 18:47:00,美团外卖,
Push-773,209-2-2,支付宝：基金定投支付成功,【支付宝】您已成功支付沪深300指数基金定投，金额1150元。交易单号：202504022145673289。,2025-04-02 20:05:00,支付宝,209-b
Push-774,209-2-2,华泰证券：基金申购确认,【华泰证券】您申购的新能源ETF（代码：515030）已确认成功，成交份额5000份，成交金额50000元。,2025-04-02 20:10:00,华泰证券,209-b
Push-775,16-6,知乎：CFA衍生品备考干货,【知乎】您关注的CFA话题有更新：期权策略盈亏图详解与实战例题，助您攻克二级衍生品难点。,2025-04-02 21:20:00,知乎,16-f
Push-776,,系统：存储空间不足,【系统通知】手机存储空间已使用超过90%，建议及时清理照片、视频和应用缓存，以保证系统流畅运行。,2025-04-02 22:30:00,系统存储管理,
Push-777,,雪球：早盘市场动态,【雪球】早盘观察：A股三大指数小幅高开，人工智能板块表现活跃。您关注的量化投资相关ETF（代码：515050）当前涨幅+1.2%。,2025-04-03 08:10:00,雪球,
Push-778,16-6,得到：财经音频更新,【得到】您订阅的《张潇雨·个人投资课》已更新第15讲：如何构建你的第一个投资组合。休息时间，不妨听一听。,2025-04-03 10:35:00,得到,16-f
Push-779,210-2-1,航旅纵横：行程提醒,【航旅纵横】您有新的行程待确认：G1102次列车，长沙南→武汉，今日14:40发车。请提前规划前往车站时间。,2025-04-03 12:55:00,航旅纵横,210-b
Push-780,210-2-1,12306：检票口信息,【铁路12306】温馨提示：您购买的G1102次列车（长沙南-武汉）检票口为A12，预计14:25开始检票，请提前准备。,2025-04-03 13:50:00,铁路12306,210-b
Push-781,210-2-1,微信读书：阅读进度同步,【微信读书】检测到您正在旅途中。上次阅读的《原则》已为您自动同步至第85页，点击继续阅读。,2025-04-03 15:30:00,微信读书,210-b
Push-782,210-2-1,高德地图：到站提醒,【高德地图】您关注的G1102次列车即将抵达终点站武汉站，预计16:50到达。请提前收拾行李，准备下车。,2025-04-03 16:35:00,高德地图,210-b
Push-783,210-2-1,美团：糕点订单送达,【美团】您为家人预订的【长沙特产】吴酥生宫廷糕点礼盒（订单号#MH202504030012）已由骑手张师傅（电话138****5678）送达指定地址，请提醒家人查收。,2025-04-03 17:50:00,美团,210-b
Push-784,,系统：存储空间不足,【系统通知】您的手机存储空间已不足10%，部分应用运行可能受影响。建议及时清理照片、视频或卸载不常用应用。,2025-04-03 21:40:00,系统存储管理,
Push-785,,雪球：早盘行情速递,【雪球】早盘观察：A股三大指数小幅高开，金融板块表现活跃。您关注的华泰证券（601688）现报15.23元，+1.12%。点击查看深度分析>>,2025-04-04 07:35:00,雪球,
Push-786,210-2-2,美团：鲜花预定成功通知,【美团】您已成功预定馨香花坊的鲜花花束，预定码：XH20250404001，取货时间：今日08:15前，地址：江岸区解放大道368号小区门口。,2025-04-04 08:05:00,美团,210-b
Push-787,210-2-3,下厨房：湘菜食谱推荐,【下厨房】根据您的口味，为您推荐【排骨藕汤】的家常做法，秘诀在于选用洪湖粉藕，小火慢炖2小时，汤鲜味美。查看详细步骤>>,2025-04-04 11:20:00,下厨房,210-b
Push-788,,支付宝：共享单车支付成功提醒,【支付宝】您已成功支付哈啰单车骑行订单#HL202504041401，金额2.5元，骑行时长45分钟。账单已同步至我的账单。,2025-04-04 16:31:00,支付宝,
Push-789,,Keep：骑行运动记录已生成,【Keep】您在东湖绿道的骑行运动已记录，时长45分钟，消耗约320千卡。坚持户外运动，有效管理体重！查看完整报告>>,2025-04-04 16:35:00,Keep,
Push-790,,铁路12306：车票预定成功通知,【铁路12306】订单E202504042130，您已成功预定4月5日 G1031次（武汉→长沙南） 08:35开，02车08F号，票价164.5元。请提前至车站取票/刷证进站。,2025-04-04 20:45:00,铁路12306,
Push-791,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已低于10%，可能导致应用运行缓慢。建议及时清理照片、视频或卸载不常用应用。,2025-04-04 21:15:00,系统存储管理,
Push-792,210-3-1,雪球：今日市场热点与板块轮动提醒,【雪球】早盘观察：绿色金融、新能源板块受政策预期提振，关注相关ETF及龙头股表现。您关注的半导体板块估值回调，或现布局机会。,2025-04-05 07:45:00,雪球,210-c
Push-793,,支付宝：超市支付成功提醒,【支付宝】您已成功支付罗比零食专卖店订单，金额 86.50 元。支付方式：花呗。账单已同步至我的账单。,2025-04-05 16:35:00,支付宝,
Push-794,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过90%，建议及时清理照片、视频或卸载不常用应用，以确保系统流畅运行。,2025-04-05 18:05:00,系统存储管理,
Push-795,,Keep：明日晨跑计划提醒,【Keep】您的明日晨跑计划（麓山南路，5公里）已就绪。建议起床后先补充水分，气温适宜。点击查看路线详情。,2025-04-05 19:15:00,Keep,
Push-796,,得到：睡前知识锦囊,【得到】睡前听书推荐：《行为经济学讲义》。用15分钟了解非理性决策背后的逻辑，助您明日投资分析更敏锐。,2025-04-05 19:30:00,得到,
Push-797,,系统：电量低提醒,【系统通知】当前手机电量已低于 20%，请及时充电，避免影响使用,2025-04-06 08:18:00,系统电池管理,
Push-798,,Keep：今日跑步计划推荐,【Keep】根据您的运动习惯，为您推荐今日晨跑计划：5公里恢复跑，预计用时30分钟，点击开始训练,2025-04-06 08:20:00,Keep,
Push-799,,华为运动健康：晨跑数据同步完成,【华为运动健康】您于08:30-09:20的户外跑步已完成记录，距离4.2公里，平均配速6分30秒，消耗热量约320千卡,2025-04-06 09:22:00,华为运动健康,
Push-800,89-2-1,平安好车主：车险投保成功通知,【平安好车主】您的车辆（湘A·12345）商业险已投保成功，保单号 PC2025040600123456，保障期自2025-04-07至2026-04-06，电子保单已发送至您的邮箱,2025-04-06 10:05:00,平安好车主,89-b
Push-801,211-3,CFA Institute：学习资源更新提醒,【CFA Institute】冲刺阶段学习资料包已更新，包含最新Mock Exam和重点难点解析，助您高效备考,2025-04-06 11:00:00,CFA Institute,211-a
Push-802,58-3-1,一丹咖啡：品鉴会预定成功通知,【一丹咖啡】您已成功预定4月6日13:40精品咖啡豆品鉴会，预定码 YD20250406001，请提前10分钟到场签到,2025-04-06 12:50:00,一丹咖啡,58-c
Push-803,,高德地图：目的地天气提醒,【高德地图】您即将前往潮宗街，当前天气晴，气温18℃，紫外线中等，适宜户外街拍,2025-04-06 16:55:00,高德地图,
Push-804,211-5,雪球：今日财经要闻速递,【雪球】周末财经要闻：央行发布一季度金融数据，A股休市，美股三大指数涨跌不一。点击查看详情,2025-04-06 19:30:00,雪球,211-a
Push-805,,系统：存储空间不足提醒,【系统通知】您的手机存储空间已使用超过90%，建议清理照片、视频或卸载不常用应用以释放空间,2025-04-06 21:15:00,系统存储管理,
Push-806,,Outlook：明日日程预览,【Outlook】您明日（4月7日）上午9:30有团队周会，地点：华泰证券开福区分公司3楼会议室。请提前准备客户事项跟进报告,2025-04-06 21:45:00,Outlook,
Push-807,,系统：电量低提醒,【系统通知】当前手机电量已低于 20%，请及时充电，避免影响使用,2025-04-07 06:45:00,系统电池管理,
Push-808,,支付宝：午餐支付成功提醒,【支付宝】您已成功支付腊味煲仔饭订单#LT202504071201，金额 38 元，账单已同步至我的账单,2025-04-07 12:02:00,支付宝,
Push-809,,雪球：科技股行情快讯,【雪球】您关注的科技板块午后异动，信创概念股集体拉升，建议关注相关ETF及龙头公司,2025-04-07 12:45:00,雪球,
Push-810,,支付宝：咖啡支付成功提醒,【支付宝】您已成功支付圣爵菲斯咖啡厅订单#SJFS202504071510，金额 32 元，账单已同步至我的账单,2025-04-07 15:11:00,支付宝,
Push-811,16-6,学习计划提醒,今晚学习提醒：CFA三级复习，预计2-3小时,2025-04-07 18:55:00,学习计划,16-f
Push-812,,美团：酒店预定成功通知,【美团】您已成功预定五一期间长沙君悦酒店江景大床房，预定码 789012，入住时间 2025-05-01 15:00,2025-04-07 22:10:00,美团,
Push-813,,得到：财经早报已更新,【得到】今日《财经郎眼》简报已送达：美联储政策预期摇摆，A股结构性机会凸显，重点关注科技与消费板块。点击收听最新市场解读。,2025-04-08 07:30:00,得到,
Push-814,89-3,交管12123：车辆年检预约成功,【交管12123】您已成功预约车辆年检，预约号：CS202504080015，时间：2025-04-12 09:00-10:00，地点：长沙市岳麓区车管所第一检测站。请按时前往并携带行驶证、交强险保单。,2025-04-08 11:58:00,交管12123,89-c
Push-815,,雪球：您关注的【黄思琪公司】有最新动态,【雪球】您关注的拟上市公司【深圳创新科技】今日有券商发布深度研报，认为其AI芯片业务具备高成长性。点击查看详情及市场观点汇总。,2025-04-08 13:15:00,雪球,
Push-816,61-1,湖南省天文台：活动预约成功通知,【湖南省天文台】尊敬的观众，您已成功预约“系外行星探索”公众开放日活动。预约码：XT20250411001，时间：2025-04-11 19:30-21:30，地点：湖南省天文台科普楼报告厅。请提前15分钟凭码入场。,2025-04-08 15:05:00,湖南省天文台,61-a
Push-817,,Keep：您的瑜伽课程提醒,【Keep】您订阅的“办公室久坐拉伸·30分钟全身放松”瑜伽课程即将开始。久坐一天后，是时候通过拉伸缓解肌肉紧张了，点击立即开始。,2025-04-08 19:55:00,Keep,
Push-818,,系统：存储空间不足提醒,【系统通知】手机存储空间已使用超过90%，部分应用运行可能变慢。建议及时清理照片、视频或卸载不常用应用以释放空间。,2025-04-08 20:15:00,系统存储管理,
Push-819,,系统：电量低提醒,【系统通知】当前手机电量已低于 20%，请及时充电，避免影响使用,2025-04-09 06:20:00,系统电池管理,
Push-820,213-2-3,支付宝：柠季手打柠檬茶支付成功,【支付宝】您已成功支付柠季手打柠檬茶订单#LJ202504090708，金额 18 元，账单已同步至我的账单,2025-04-09 08:05:00,支付宝,213-b
Push-821,213-2-1,Keep：您的晨跑数据已同步,【Keep】您于 07:00 开始的晨跑已完成，距离 5.5 公里，平均配速 6分30秒，消耗约 420 千卡。点击查看详细分析,2025-04-09 08:15:00,Keep,213-b
Push-822,,雪球：您关注的半导体板块异动提醒,【雪球】您关注的半导体板块指数（BK0917）早盘拉升超 2%，中芯国际、北方华创领涨。点击查看深度解读,2025-04-09 10:30:00,雪球,
Push-823,,大众点评：湘菜馆推荐,【大众点评】根据您的口味偏好，为您推荐金鹰路附近的【老长沙口味馆】，招牌菜剁椒鱼头评分 4.8，人均 65 元。查看详情,2025-04-09 11:45:00,大众点评,
Push-824,220-1,数据导出成功,您已成功导出客户林志豪的资产数据报告，文件已保存至本地。,2025-04-09 14:30:22,华泰证券内部系统,220-a
Push-825,,支付宝：圣爵菲斯咖啡支付成功,【支付宝】您已成功支付圣爵菲斯咖啡订单#SJF202504091510，金额 32 元，账单已同步至我的账单,2025-04-09 15:12:00,支付宝,
Push-826,147-1,Wind：您订阅的宏观数据报告已更新,【Wind金融终端】3月CPI、PPI数据及解读报告已生成，可于我的订阅中查看下载。,2025-04-09 16:00:00,Wind,147-a
Push-827,213-2-4,Keep：今日训练计划提醒,【Keep】您的今日核心与拉伸训练计划已就绪，建议在 19:10 开始，预计时长 30 分钟。点击开始训练,2025-04-09 19:05:00,Keep,213-b
